module	path	ast_fanin	text_mentions	distributions	core_by_threshold	undercounted	in_core_paths
parrot.knowledge.wiki.languages.rust	packages/ai-parrot/src/parrot/knowledge/wiki/languages/rust.py	134	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.wiki.roblox.project	packages/ai-parrot/src/parrot/knowledge/wiki/roblox/project.py	134	2	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.wiki.languages	packages/ai-parrot/src/parrot/knowledge/wiki/languages/__init__.py	133	16	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.wiki.languages.javascript	packages/ai-parrot/src/parrot/knowledge/wiki/languages/javascript.py	133	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.wiki.languages.luau	packages/ai-parrot/src/parrot/knowledge/wiki/languages/luau.py	133	3	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.wiki.languages.php	packages/ai-parrot/src/parrot/knowledge/wiki/languages/php.py	133	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.storage.backends.base	packages/ai-parrot/src/parrot/bots/flows/core/storage/backends/base.py	132	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.okf.frontmatter	packages/ai-parrot/src/parrot/knowledge/okf/frontmatter.py	132	6	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.context	packages/ai-parrot/src/parrot/bots/flows/core/context.py	131	28	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.storage.mixin	packages/ai-parrot/src/parrot/bots/flows/core/storage/mixin.py	130	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.fsm	packages/ai-parrot/src/parrot/bots/flows/core/fsm.py	129	10	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.storage.memory	packages/ai-parrot/src/parrot/bots/flows/core/storage/memory.py	129	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.wiki.repo_scan	packages/ai-parrot/src/parrot/knowledge/wiki/repo_scan.py	129	7	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.node	packages/ai-parrot/src/parrot/bots/flows/core/node.py	127	14	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.storage.backends.documentdb	packages/ai-parrot/src/parrot/bots/flows/core/storage/backends/documentdb.py	127	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.storage.backends.factory	packages/ai-parrot/src/parrot/bots/flows/core/storage/backends/factory.py	127	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.storage.backends.postgres	packages/ai-parrot/src/parrot/bots/flows/core/storage/backends/postgres.py	127	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.storage.backends.redis	packages/ai-parrot/src/parrot/bots/flows/core/storage/backends/redis.py	127	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.wiki.vault_scan	packages/ai-parrot/src/parrot/knowledge/wiki/vault_scan.py	127	5	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.storage.backends	packages/ai-parrot/src/parrot/bots/flows/core/storage/backends/__init__.py	126	3	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.wiki.project	packages/ai-parrot/src/parrot/knowledge/wiki/project.py	126	32	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.storage.document	packages/ai-parrot/src/parrot/bots/flows/core/storage/document.py	123	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.storage.persistence	packages/ai-parrot/src/parrot/bots/flows/core/storage/persistence.py	123	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.storage.synthesis	packages/ai-parrot/src/parrot/bots/flows/core/storage/synthesis.py	123	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.storage	packages/ai-parrot/src/parrot/bots/flows/core/storage/__init__.py	122	5	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.pageindex.llm_adapter	packages/ai-parrot/src/parrot/knowledge/pageindex/llm_adapter.py	121	10	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.pageindex.schemas	packages/ai-parrot/src/parrot/knowledge/pageindex/schemas.py	119	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.checkpoint.store.base	packages/ai-parrot/src/parrot/bots/flows/core/checkpoint/store/base.py	117	2	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.pageindex.embedding_store	packages/ai-parrot/src/parrot/knowledge/pageindex/embedding_store.py	117	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.pageindex.retriever	packages/ai-parrot/src/parrot/knowledge/pageindex/retriever.py	116	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.pageindex.vector_walk	packages/ai-parrot/src/parrot/knowledge/pageindex/vector_walk.py	116	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.flow.cel_evaluator	packages/ai-parrot/src/parrot/bots/flows/flow/cel_evaluator.py	115	3	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.pageindex.hybrid_search	packages/ai-parrot/src/parrot/knowledge/pageindex/hybrid_search.py	115	4	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.checkpoint.errors	packages/ai-parrot/src/parrot/bots/flows/core/checkpoint/errors.py	113	2	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.checkpoint.store.factory	packages/ai-parrot/src/parrot/bots/flows/core/checkpoint/store/factory.py	113	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.flow.nodes	packages/ai-parrot/src/parrot/bots/flows/flow/nodes.py	113	2	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.checkpoint.checkpointer	packages/ai-parrot/src/parrot/bots/flows/core/checkpoint/checkpointer.py	112	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.flow.node_configs	packages/ai-parrot/src/parrot/bots/flows/flow/node_configs.py	112	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.core.checkpoint.recovery	packages/ai-parrot/src/parrot/bots/flows/core/checkpoint/recovery.py	111	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.flow.flow	packages/ai-parrot/src/parrot/bots/flows/flow/flow.py	111	13	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.embed	packages/ai-parrot/src/parrot/knowledge/graphindex/embed.py	109	5	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.signals	packages/ai-parrot/src/parrot/knowledge/graphindex/signals.py	108	5	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.communities	packages/ai-parrot/src/parrot/knowledge/graphindex/communities.py	107	11	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.loaders.splitters.base	packages/ai-parrot/src/parrot/loaders/splitters/base.py	103	0	ai-parrot,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.loaders.splitters.semantic	packages/ai-parrot/src/parrot/loaders/splitters/semantic.py	101	0	ai-parrot,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.inter_community	packages/ai-parrot/src/parrot/knowledge/graphindex/inter_community.py	100	6	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.loaders.splitters.md	packages/ai-parrot/src/parrot/loaders/splitters/md.py	100	0	ai-parrot,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.loaders.splitters.token	packages/ai-parrot/src/parrot/loaders/splitters/token.py	100	0	ai-parrot,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.loaders.splitters	packages/ai-parrot/src/parrot/loaders/splitters/__init__.py	99	1	ai-parrot,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.assemble	packages/ai-parrot/src/parrot/knowledge/graphindex/assemble.py	97	9	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.export_html	packages/ai-parrot/src/parrot/knowledge/graphindex/export_html.py	97	6	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.loaders.abstract	packages/ai-parrot/src/parrot/loaders/abstract.py	97	22	ai-parrot,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.okf.uri	packages/ai-parrot/src/parrot/knowledge/okf/uri.py	95	2	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot_formdesigner.core.events	packages/parrot-formdesigner/src/parrot_formdesigner/core/events.py	94	6	ai-parrot,ai-parrot-integrations,parrot-formdesigner	True	False	False
parrot_formdesigner.core.types	packages/parrot-formdesigner/src/parrot_formdesigner/core/types.py	92	3	ai-parrot,ai-parrot-integrations,parrot-formdesigner	True	False	False
parrot.knowledge.graphindex.analytics	packages/ai-parrot/src/parrot/knowledge/graphindex/analytics.py	91	5	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.projection	packages/ai-parrot/src/parrot/knowledge/graphindex/projection.py	91	3	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.persist_sqlite	packages/ai-parrot/src/parrot/knowledge/graphindex/persist_sqlite.py	90	5	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.retriever	packages/ai-parrot/src/parrot/knowledge/graphindex/retriever.py	90	7	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot_tools.ddgo	packages/ai-parrot-tools/src/parrot_tools/ddgo.py	89	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot_tools.ddgsearch	packages/ai-parrot-tools/src/parrot_tools/ddgsearch.py	88	3	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.context_builder	packages/ai-parrot/src/parrot/knowledge/graphindex/context_builder.py	87	3	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.grounding	packages/ai-parrot/src/parrot/knowledge/graphindex/grounding.py	86	4	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.publish	packages/ai-parrot/src/parrot/knowledge/graphindex/publish.py	86	5	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.outputs.cards.elements	packages/ai-parrot/src/parrot/outputs/cards/elements.py	86	2	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.knowledge.graphindex.extractors.llm	packages/ai-parrot/src/parrot/knowledge/graphindex/extractors/llm.py	85	3	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.clients.amazon.models	packages/ai-parrot-client-amazon/src/parrot/clients/amazon/models.py	84	4	ai-parrot,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.interfaces.file.tmp	packages/ai-parrot/src/parrot/interfaces/file/tmp.py	84	2	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.outputs.cards.inputs	packages/ai-parrot/src/parrot/outputs/cards/inputs.py	84	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.outputs.cards.toggle	packages/ai-parrot/src/parrot/outputs/cards/toggle.py	84	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot_tools.graphindex.toolkit	packages/ai-parrot-tools/src/parrot_tools/graphindex/toolkit.py	84	4	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.flows.dev_loop.models.llm	packages/ai-parrot/src/parrot/flows/dev_loop/models/llm.py	83	6	ai-parrot,ai-parrot-integrations	True	False	False
parrot.knowledge.graphindex.persist_postgres	packages/ai-parrot/src/parrot/knowledge/graphindex/persist_postgres.py	83	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.outputs.cards.sections	packages/ai-parrot/src/parrot/outputs/cards/sections.py	83	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot_formdesigner.core.options	packages/parrot-formdesigner/src/parrot_formdesigner/core/options.py	83	0	ai-parrot,ai-parrot-integrations,parrot-formdesigner	True	False	False
parrot_formdesigner.services._identifiers	packages/parrot-formdesigner/src/parrot_formdesigner/services/_identifiers.py	83	4	ai-parrot,ai-parrot-integrations,parrot-formdesigner	True	False	False
parrot.flows.dev_loop.session_state	packages/ai-parrot/src/parrot/flows/dev_loop/session_state.py	82	32	ai-parrot,ai-parrot-integrations	True	False	False
parrot.interfaces.file.s3	packages/ai-parrot/src/parrot/interfaces/file/s3.py	82	2	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.graphindex.factory	packages/ai-parrot/src/parrot/knowledge/graphindex/factory.py	82	7	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.outputs.cards.actions	packages/ai-parrot/src/parrot/outputs/cards/actions.py	82	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.storage.backends.dynamodb	packages/ai-parrot/src/parrot/storage/backends/dynamodb.py	82	2	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.storage.metrics	packages/ai-parrot/src/parrot/storage/metrics.py	82	2	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot_formdesigner.core.auth	packages/parrot-formdesigner/src/parrot_formdesigner/core/auth.py	82	2	ai-parrot,ai-parrot-integrations,parrot-formdesigner	True	False	False
parrot.interfaces.file.gcs	packages/ai-parrot/src/parrot/interfaces/file/gcs.py	81	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.interfaces.file.local	packages/ai-parrot/src/parrot/interfaces/file/local.py	81	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.outputs.cards.spec	packages/ai-parrot/src/parrot/outputs/cards/spec.py	81	9	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.storage.backends.mongodb	packages/ai-parrot/src/parrot/storage/backends/mongodb.py	81	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.storage.backends.postgres	packages/ai-parrot/src/parrot/storage/backends/postgres.py	81	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.storage.backends.sqlite	packages/ai-parrot/src/parrot/storage/backends/sqlite.py	81	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.storage.instrumented	packages/ai-parrot/src/parrot/storage/instrumented.py	81	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot_formdesigner.core.constraints	packages/parrot-formdesigner/src/parrot_formdesigner/core/constraints.py	81	2	ai-parrot,ai-parrot-integrations,parrot-formdesigner	True	False	False
parrot_formdesigner.core.persistence	packages/parrot-formdesigner/src/parrot_formdesigner/core/persistence.py	81	7	ai-parrot,ai-parrot-integrations,parrot-formdesigner	True	False	False
parrot_formdesigner.core.relations	packages/parrot-formdesigner/src/parrot_formdesigner/core/relations.py	81	0	ai-parrot,ai-parrot-integrations,parrot-formdesigner	True	False	False
parrot_formdesigner.services.submissions	packages/parrot-formdesigner/src/parrot_formdesigner/services/submissions.py	81	6	ai-parrot,ai-parrot-integrations,parrot-formdesigner	True	False	False
parrot.clients.amazon.budget_qualifications	packages/ai-parrot-client-amazon/src/parrot/clients/amazon/budget_qualifications.py	80	0	ai-parrot,ai-parrot-client-amazon,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.storage.backends	packages/ai-parrot/src/parrot/storage/backends/__init__.py	80	8	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot_formdesigner.core.schema	packages/parrot-formdesigner/src/parrot_formdesigner/core/schema.py	80	11	ai-parrot,ai-parrot-integrations,parrot-formdesigner	True	False	False
parrot_formdesigner.services.sinks.mapper	packages/parrot-formdesigner/src/parrot_formdesigner/services/sinks/mapper.py	80	5	ai-parrot,ai-parrot-integrations,parrot-formdesigner	True	False	False
parrot.clients.amazon.budget	packages/ai-parrot-client-amazon/src/parrot/clients/amazon/budget.py	79	0	ai-parrot,ai-parrot-client-amazon,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.flows.dev_loop.models.base	packages/ai-parrot/src/parrot/flows/dev_loop/models/base.py	79	2	ai-parrot,ai-parrot-integrations	True	False	False
parrot.flows.dev_loop.models.claude	packages/ai-parrot/src/parrot/flows/dev_loop/models/claude.py	79	1	ai-parrot,ai-parrot-integrations	True	False	False
parrot.flows.dev_loop.models.codex	packages/ai-parrot/src/parrot/flows/dev_loop/models/codex.py	79	1	ai-parrot,ai-parrot-integrations	True	False	False
parrot.flows.dev_loop.models.gemini	packages/ai-parrot/src/parrot/flows/dev_loop/models/gemini.py	79	1	ai-parrot,ai-parrot-integrations	True	False	False
parrot.flows.dev_loop.models.google_coding	packages/ai-parrot/src/parrot/flows/dev_loop/models/google_coding.py	79	1	ai-parrot,ai-parrot-integrations	True	False	False
parrot.flows.dev_loop.models.google_compat	packages/ai-parrot/src/parrot/flows/dev_loop/models/google_compat.py	79	1	ai-parrot,ai-parrot-integrations	True	False	False
parrot.flows.dev_loop.models.grok	packages/ai-parrot/src/parrot/flows/dev_loop/models/grok.py	79	1	ai-parrot,ai-parrot-integrations	True	False	False
parrot.flows.dev_loop.models.moonshot	packages/ai-parrot/src/parrot/flows/dev_loop/models/moonshot.py	79	2	ai-parrot,ai-parrot-integrations	True	False	False
parrot.flows.dev_loop.models.nova	packages/ai-parrot/src/parrot/flows/dev_loop/models/nova.py	79	4	ai-parrot,ai-parrot-integrations	True	False	False
parrot.flows.dev_loop.models.zai	packages/ai-parrot/src/parrot/flows/dev_loop/models/zai.py	79	1	ai-parrot,ai-parrot-integrations	True	False	False
parrot.bots.flows.crew.result_infographic	packages/ai-parrot/src/parrot/bots/flows/crew/result_infographic.py	78	2	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.clients.amazon.nova._voice_protocol	packages/ai-parrot-client-amazon/src/parrot/clients/amazon/nova/_voice_protocol.py	78	0	ai-parrot,ai-parrot-client-amazon,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.flows.dev_loop.models	packages/ai-parrot/src/parrot/flows/dev_loop/models/__init__.py	78	53	ai-parrot,ai-parrot-integrations	True	False	False
parrot.bots.flows.crew.nodes	packages/ai-parrot/src/parrot/bots/flows/crew/nodes.py	77	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.crew.tool_node	packages/ai-parrot/src/parrot/bots/flows/crew/tool_node.py	77	3	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.result_agent	packages/ai-parrot/src/parrot/bots/flows/result_agent.py	77	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.tools	packages/ai-parrot/src/parrot/bots/flows/tools.py	77	0	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.clients	packages/ai-parrot/src/parrot/clients/__init__.py	77	106	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.clients.amazon.bedrock	packages/ai-parrot-client-amazon/src/parrot/clients/amazon/bedrock.py	77	2	ai-parrot,ai-parrot-client-amazon,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.clients.amazon.nova.audio	packages/ai-parrot-client-amazon/src/parrot/clients/amazon/nova/audio.py	77	2	ai-parrot,ai-parrot-client-amazon,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.clients.amazon.nova.generation	packages/ai-parrot-client-amazon/src/parrot/clients/amazon/nova/generation.py	77	1	ai-parrot,ai-parrot-client-amazon,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.flows.conventions	packages/ai-parrot/src/parrot/flows/conventions.py	77	4	ai-parrot,ai-parrot-integrations	True	False	False
parrot.knowledge.wiki.execution	packages/ai-parrot/src/parrot/knowledge/wiki/execution.py	77	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.bots.flows.crew.crew	packages/ai-parrot/src/parrot/bots/flows/crew/crew.py	76	1	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.clients.amazon.nova.client	packages/ai-parrot-client-amazon/src/parrot/clients/amazon/nova/client.py	76	3	ai-parrot,ai-parrot-client-amazon,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.clients.amazon.nova.mantle	packages/ai-parrot-client-amazon/src/parrot/clients/amazon/nova/mantle.py	76	5	ai-parrot,ai-parrot-client-amazon,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.clients.anthropic.models	packages/ai-parrot-client-anthropic/src/parrot/clients/anthropic/models.py	76	2	ai-parrot,ai-parrot-client-anthropic,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.bots.flows.crew	packages/ai-parrot/src/parrot/bots/flows/crew/__init__.py	75	11	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.clients.amazon.nova	packages/ai-parrot-client-amazon/src/parrot/clients/amazon/nova/__init__.py	75	12	ai-parrot,ai-parrot-client-amazon,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.clients.anthropic.claude_agent_bridge	packages/ai-parrot-client-anthropic/src/parrot/clients/anthropic/claude_agent_bridge.py	75	0	ai-parrot,ai-parrot-client-anthropic,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.voice.transcriber.models	packages/ai-parrot-integrations/src/parrot/voice/transcriber/models.py	75	3	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools,parrot-formdesigner	True	False	False
parrot.clients.anthropic.claude_agent	packages/ai-parrot-client-anthropic/src/parrot/clients/anthropic/claude_agent.py	74	3	ai-parrot,ai-parrot-client-anthropic,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.knowledge.wiki.ledger.events	packages/ai-parrot/src/parrot/knowledge/wiki/ledger/events.py	73	9	ai-parrot,ai-parrot-integrations	True	False	False
parrot.knowledge.wiki.ledger.store	packages/ai-parrot/src/parrot/knowledge/wiki/ledger/store.py	72	3	ai-parrot,ai-parrot-integrations	True	False	False
parrot.knowledge.wiki.ledger.log	packages/ai-parrot/src/parrot/knowledge/wiki/ledger/log.py	71	5	ai-parrot,ai-parrot-integrations	True	False	False
parrot.knowledge.pageindex.content_store	packages/ai-parrot/src/parrot/knowledge/pageindex/content_store.py	70	6	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.wiki.ledger.index	packages/ai-parrot/src/parrot/knowledge/wiki/ledger/index.py	70	1	ai-parrot,ai-parrot-integrations	True	False	False
parrot.voice.transcriber.backend	packages/ai-parrot-integrations/src/parrot/voice/transcriber/backend.py	70	2	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools,parrot-formdesigner	True	False	False
parrot.knowledge.pageindex.okf.projection	packages/ai-parrot/src/parrot/knowledge/pageindex/okf/projection.py	69	8	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.wiki.ledger.service	packages/ai-parrot/src/parrot/knowledge/wiki/ledger/service.py	69	6	ai-parrot,ai-parrot-integrations	True	False	False
parrot.knowledge.wiki.models	packages/ai-parrot/src/parrot/knowledge/wiki/models.py	69	11	ai-parrot,ai-parrot-integrations,ai-parrot-tools	True	False	False
parrot.observability.recorders.models	packages/ai-parrot/src/parrot/observability/recorders/models.py	68	7	ai-parrot,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.observability.recorders.base	packages/ai-parrot/src/parrot/observability/recorders/base.py	67	7	ai-parrot,ai-parrot-integrations,ai-parrot-server	True	False	False
parrot.knowledge.pageindex.okf.ontology	packages/ai-parrot/src/parrot/knowledge/pageindex/okf/ontology.py	66	6	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.wiki.context	packages/ai-parrot/src/parrot/knowledge/wiki/context.py	66	10	ai-parrot,ai-parrot-integrations,ai-parrot-tools	True	False	False
parrot.knowledge.pageindex.okf.concept_id	packages/ai-parrot/src/parrot/knowledge/pageindex/okf/concept_id.py	65	4	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.knowledge.pageindex.okf.graph	packages/ai-parrot/src/parrot/knowledge/pageindex/okf/graph.py	65	5	ai-parrot,ai-parrot-integrations,ai-parrot-server,ai-parrot-tools	True	False	False
parrot.observability.attributes	packages/ai-parrot/src/parrot/observability/attributes.py	65	3	ai-parrot,ai-parrot-integrations,ai-parrot-server	True	False	False
